1,0.173913,0.0606522
2,0.217391,0.0813043
3,0.26087,0.103478
4,0.304348,0.131304
5,0.391304,0.154783
6,0.434783,0.182391
7,0.521739,0.208261
8,0.478261,0.228261
9,0.478261,0.259783
10,0.521739,0.279783
11,0.521739,0.303913
12,0.565217,0.32413
13,0.608696,0.342391
14,0.565217,0.357174
15,0.608696,0.375
16,0.608696,0.397174
17,0.608696,0.414348
18,0.608696,0.428478
19,0.73913,0.448261
20,0.73913,0.468043
21,0.695652,0.485652
22,0.695652,0.499565
23,0.73913,0.520435
24,0.695652,0.530435
25,0.73913,0.540435
26,0.73913,0.559783
27,0.73913,0.568261
28,0.73913,0.571304
29,0.826087,0.578696
30,0.73913,0.576522
31,0.782609,0.586739
32,0.826087,0.598478
33,0.782609,0.602826
34,0.826087,0.616957
35,0.782609,0.623696
36,0.782609,0.621739
37,0.869565,0.622174
38,0.782609,0.626957
39,0.782609,0.635
40,0.826087,0.633478
41,0.826087,0.65
42,0.826087,0.656957
43,0.869565,0.658478
44,0.826087,0.66
45,0.826087,0.666304
46,0.826087,0.669565
47,0.826087,0.680435
48,0.826087,0.679783
49,0.782609,0.68413
50,0.826087,0.68913
51,0.826087,0.693261
52,0.826087,0.697174
53,0.826087,0.707826
54,0.826087,0.707826
55,0.826087,0.711304
56,0.826087,0.711087
57,0.826087,0.714783
58,0.869565,0.722391
59,0.869565,0.726957
60,0.826087,0.722391
61,0.869565,0.718696
62,0.869565,0.729783
63,0.826087,0.729783
64,0.826087,0.732174
65,0.826087,0.732826
66,0.826087,0.736957
67,0.869565,0.741087
68,0.869565,0.743478
69,0.869565,0.74413
70,0.869565,0.746304
71,0.869565,0.751522
72,0.869565,0.759565
73,0.869565,0.760435
74,0.869565,0.764565
75,0.869565,0.765
76,0.869565,0.763043
77,0.869565,0.756522
78,0.869565,0.760652
79,0.869565,0.765217
80,0.869565,0.763043
81,0.869565,0.771087
82,0.869565,0.763478
83,0.869565,0.769348
84,0.869565,0.775435
85,0.869565,0.782174
86,0.869565,0.778913
87,0.869565,0.777826
88,0.869565,0.785
89,0.869565,0.784783
90,0.869565,0.783043
91,0.869565,0.783261
92,0.869565,0.783696
93,0.869565,0.78087
94,0.869565,0.786087
95,0.869565,0.79
96,0.869565,0.787174
97,0.869565,0.795
98,0.869565,0.8
99,0.869565,0.797826
100,0.869565,0.796304
101,0.869565,0.803261
102,0.869565,0.80087
103,0.869565,0.804783
104,0.869565,0.805
105,0.869565,0.8
106,0.869565,0.805652
107,0.869565,0.803696
108,0.869565,0.804783
109,0.869565,0.802826
110,0.869565,0.80087
111,0.869565,0.804348
112,0.869565,0.801087
113,0.869565,0.803478
114,0.869565,0.801522
115,0.869565,0.799783
116,0.869565,0.802826
117,0.869565,0.801087
118,0.869565,0.798043
119,0.869565,0.796522
120,0.869565,0.794783
121,0.869565,0.795217
122,0.869565,0.796304
123,0.869565,0.795435
124,0.869565,0.796739
125,0.869565,0.800435
126,0.869565,0.797174
127,0.869565,0.799783
128,0.869565,0.80413
129,0.869565,0.801739
130,0.869565,0.807174
131,0.869565,0.81087
132,0.869565,0.810217
133,0.869565,0.818043
134,0.869565,0.817391
135,0.869565,0.818261
136,0.869565,0.818478
137,0.869565,0.817391
138,0.869565,0.816522
139,0.869565,0.816957
140,0.869565,0.813696
141,0.869565,0.812174
142,0.913043,0.814783
143,0.869565,0.818043
144,0.869565,0.816957
145,0.869565,0.822174
146,0.869565,0.821522
147,0.869565,0.817826
148,0.869565,0.81913
149,0.869565,0.819783
150,0.869565,0.822174
151,0.869565,0.818913
152,0.869565,0.814565
153,0.869565,0.818478
154,0.869565,0.817174
155,0.869565,0.81587
156,0.869565,0.816087
157,0.869565,0.818913
158,0.869565,0.814348
159,0.869565,0.811739
160,0.869565,0.81
161,0.869565,0.813696
162,0.869565,0.815652
163,0.869565,0.815652
164,0.869565,0.817174
165,0.869565,0.816087
166,0.869565,0.81587
167,0.869565,0.816957
168,0.869565,0.816739
169,0.869565,0.819565
170,0.869565,0.821957
171,0.869565,0.822826
172,0.869565,0.825435
173,0.869565,0.822609
174,0.869565,0.820652
175,0.869565,0.822391
176,0.869565,0.82587
177,0.869565,0.827391
178,0.869565,0.82913
179,0.869565,0.83087
180,0.869565,0.831087
181,0.869565,0.82913
182,0.869565,0.826957
183,0.869565,0.825217
184,0.869565,0.823913
185,0.869565,0.823043
186,0.869565,0.824348
187,0.869565,0.821304
188,0.869565,0.818478
189,0.869565,0.818043
190,0.869565,0.817174
191,0.869565,0.819783
192,0.869565,0.817174
193,0.869565,0.817391
194,0.869565,0.815652
195,0.869565,0.816522
196,0.869565,0.80913
197,0.869565,0.813913
198,0.869565,0.818043
199,0.869565,0.818913
200,0.869565,0.821087
201,0.869565,0.815435
202,0.869565,0.811739
203,0.869565,0.816957
204,0.869565,0.820217
205,0.869565,0.82087
206,0.869565,0.82587
207,0.869565,0.825435
208,0.869565,0.83087
209,0.869565,0.831522
210,0.869565,0.828043
211,0.869565,0.831087
212,0.869565,0.834783
213,0.869565,0.831957
214,0.869565,0.832174
215,0.869565,0.836304
216,0.869565,0.832609
217,0.869565,0.838478
218,0.869565,0.841304
219,0.869565,0.838913
220,0.869565,0.833261
221,0.869565,0.83587
222,0.869565,0.83587
223,0.869565,0.838913
224,0.869565,0.837391
225,0.869565,0.837391
226,0.869565,0.840435
227,0.869565,0.839565
228,0.869565,0.83913
229,0.869565,0.837391
230,0.869565,0.841087
231,0.869565,0.840217
232,0.869565,0.843478
233,0.869565,0.844783
234,0.869565,0.845435
235,0.869565,0.846304
236,0.869565,0.844348
237,0.869565,0.843913
238,0.869565,0.844783
239,0.869565,0.844783
240,0.869565,0.847174
241,0.869565,0.849783
242,0.869565,0.848478
243,0.869565,0.849565
244,0.869565,0.849565
245,0.869565,0.848043
246,0.869565,0.846957
247,0.869565,0.844783
248,0.869565,0.846522
249,0.869565,0.841087
250,0.869565,0.841304
251,0.869565,0.840217
252,0.869565,0.83913
253,0.869565,0.841957
254,0.869565,0.844348
255,0.869565,0.842826
256,0.869565,0.843043
257,0.869565,0.839348
258,0.869565,0.842609
259,0.869565,0.841739
260,0.869565,0.840435
261,0.869565,0.842174
262,0.869565,0.837826
263,0.869565,0.838261
264,0.869565,0.838043
265,0.869565,0.833043
266,0.869565,0.838913
267,0.869565,0.837609
268,0.869565,0.831304
269,0.869565,0.832609
270,0.869565,0.831087
271,0.869565,0.832826
272,0.869565,0.835217
273,0.869565,0.837174
274,0.869565,0.836739
275,0.869565,0.84
276,0.869565,0.837826
277,0.869565,0.83413
278,0.869565,0.836522
279,0.869565,0.83413
280,0.869565,0.833696
281,0.869565,0.832609
282,0.869565,0.83413
283,0.913043,0.838261
284,0.913043,0.842609
285,0.869565,0.843043
286,0.869565,0.837826
287,0.869565,0.836087
288,0.869565,0.835652
289,0.869565,0.833043
290,0.869565,0.833696
291,0.869565,0.836087
292,0.869565,0.837391
293,0.869565,0.839783
294,0.869565,0.845652
295,0.869565,0.843043
296,0.869565,0.849565
297,0.869565,0.845435
298,0.869565,0.843261
299,0.869565,0.844565
300,0.869565,0.847174
301,0.869565,0.843913
302,0.869565,0.843696
303,0.869565,0.846957
304,0.869565,0.844783
305,0.869565,0.844348
306,0.869565,0.843478
307,0.869565,0.836304
308,0.869565,0.835652
309,0.869565,0.834348
310,0.869565,0.832174
311,0.869565,0.838478
312,0.869565,0.838043
313,0.869565,0.838043
314,0.869565,0.836522
315,0.869565,0.831957
316,0.869565,0.834348
317,0.869565,0.834348
318,0.869565,0.830652
319,0.869565,0.833261
320,0.869565,0.833261
321,0.869565,0.831739
322,0.869565,0.833261
323,0.869565,0.835
324,0.869565,0.830652
325,0.869565,0.837391
326,0.869565,0.836739
327,0.869565,0.83413
328,0.869565,0.833478
329,0.869565,0.828478
330,0.869565,0.831739
331,0.869565,0.835217
332,0.869565,0.833913
333,0.869565,0.83587
334,0.869565,0.831087
335,0.869565,0.826522
336,0.869565,0.829348
